date,eur_usd_rate,previous_eur_pricing,percent_change_pricing,5_days_rolling_mean_pricing,10_days_rolling_mean_pricing,60_days_rolling_mean_pricing,120_days_rolling_mean_pricing,5_days_exp_rolling_mean_pricing,10_days_exp_rolling_mean_pricing,60_days_exp_rolling_mean_pricing,120_days_exp_rolling_mean_pricing
1999-08-09,1.0705,1.074,-0.32588454376164416,1.0720400000000012,1.0690399999999993,1.0434033333333326,1.061424166666667,1.072629299080634,1.066424231515693,1.0509098313431136,1.0676726539600625
1999-08-10,1.0737,1.0705,0.29892573563756114,1.0728400000000011,1.0691099999999991,1.043436666666666,1.0611850000000005,1.0719195327204227,1.0671652803310216,1.051552131954815,1.0677193869524582
1999-08-11,1.0668,1.0737,-0.6426376082704786,1.0746800000000012,1.0702099999999992,1.0435149999999993,1.060991666666667,1.0725130218136152,1.0683534111799267,1.0522782915628537,1.067818240060682
1999-08-12,1.0638,1.0668,-0.28121484814397185,1.0728200000000012,1.0708599999999993,1.043571666666666,1.060684166666667,1.070608681209077,1.0680709727835764,1.0527544131509567,1.0678014096464559
1999-08-13,1.0667,1.0638,0.2726076330137152,1.0697600000000012,1.0704399999999994,1.0435699999999994,1.0603566666666668,1.0683391208060513,1.0672944322774716,1.05311656353945,1.067735270644035
1999-08-16,1.0553,1.0667,-1.0687166026061758,1.0683000000000011,1.0701699999999994,1.0437283333333327,1.060064166666667,1.0677927472040343,1.0671863536815676,1.053561922111927,1.0677181587325635
1999-08-17,1.0527,1.0553,-0.2463754382639947,1.0652600000000012,1.0690499999999994,1.0436749999999992,1.0597033333333337,1.063628498136023,1.065025198466737,1.0536189082721916,1.0675128999105379
1999-08-18,1.0517,1.0527,-0.09499382540133845,1.0610600000000012,1.0678699999999994,1.0435083333333326,1.0594033333333335,1.0599856654240152,1.0627842532909664,1.0535887801321195,1.0672680585897028
1999-08-19,1.0517,1.0517,0.0,1.0580400000000014,1.0654299999999994,1.0434783333333326,1.059085,1.0572237769493436,1.0607689345107907,1.0535268529146729,1.0670107353072282
1999-08-20,1.0667,1.0517,1.4262622420842352,1.0556200000000016,1.0626899999999995,1.043551666666666,1.0587941666666667,1.0553825179662293,1.0591200373270104,1.0534669560977983,1.06675766530215
1999-08-23,1.0606,1.0667,-0.5718571294647037,1.0556200000000016,1.0619599999999993,1.0438649999999992,1.0586550000000001,1.0591550119774862,1.060498212358463,1.0539008263896736,1.06675671215666
1999-08-24,1.0512,1.0606,-0.8862907788044574,1.0566800000000014,1.0609699999999993,1.0441149999999992,1.0584033333333336,1.0596366746516575,1.0605167192023788,1.0541204714260777,1.0666549483193597
1999-08-25,1.0433,1.0512,-0.7515220700152225,1.0563800000000014,1.0587199999999992,1.0442449999999992,1.0581108333333336,1.0568244497677717,1.0588227702564916,1.0540247182645668,1.0663994946281306
1999-08-26,1.0452,1.0433,0.18211444455094536,1.0547000000000015,1.0563699999999991,1.0443299999999993,1.0576775,1.0523162998451812,1.056000448391675,1.0536730881575318,1.0660176847995666
1999-08-27,1.045,1.0452,-0.01913509376195733,1.0534000000000012,1.0545099999999992,1.0444466666666659,1.0573116666666666,1.0499441998967876,1.0540367305022795,1.0533952819884325,1.0656735908359374
1999-08-30,1.0454,1.045,0.03827751196173952,1.0490600000000012,1.0523399999999992,1.0446716666666658,1.05691,1.048296133264525,1.052393688592774,1.0531200268412708,1.0653318785907153
1999-08-31,1.0573,1.0454,1.1383202601874687,1.0460200000000013,1.0513499999999993,1.044901666666666,1.0564975,1.0473307555096834,1.0511221088486333,1.0528669112071307,1.0650024260520259
1999-09-01,1.0613,1.0573,0.37832214130332015,1.0472400000000013,1.0518099999999992,1.0452149999999993,1.0562241666666667,1.0506538370064555,1.0522453617852454,1.0530122583806674,1.0648751132247196
1999-09-02,1.0662,1.0613,0.4616979176481793,1.0508400000000013,1.0527699999999993,1.0454599999999994,1.0559300000000003,1.0542025580043037,1.0538916596424734,1.053283987614088,1.064816020444146
1999-09-03,1.0682,1.0662,0.1875820671543802,1.0550400000000013,1.0542199999999993,1.0457733333333326,1.0556383333333335,1.0582017053362025,1.0561295397074781,1.0537074634300194,1.064838896139284
1999-09-06,1.0594,1.0682,-0.8238157648380585,1.0596800000000015,1.0543699999999991,1.0461199999999993,1.0554441666666667,1.0615344702241352,1.058324168851573,1.0541826285634615,1.0648944515749985
1999-09-07,1.0565,1.0594,-0.27373985274682866,1.0624800000000014,1.054249999999999,1.0463816666666659,1.0552191666666668,1.0608229801494233,1.0585197745149233,1.0543536899220365,1.0648036341935936
1999-09-08,1.0613,1.0565,0.4543303360151364,1.0623200000000015,1.054779999999999,1.046669999999999,1.0549433333333333,1.0593819867662821,1.0581525427849372,1.0544240607442648,1.0646663840416333
1999-09-09,1.0592,1.0613,-0.19787053613492803,1.0623200000000015,1.056579999999999,1.0471166666666658,1.0546808333333335,1.0600213245108547,1.0587248077331304,1.0546495013756003,1.0646107413302015
1999-09-10,1.052,1.0592,-0.6797583081570878,1.0609200000000014,1.057979999999999,1.0475366666666657,1.0544258333333336,1.059747549673903,1.0588112063271065,1.05479869805181,1.0645213075892066
1999-09-13,1.0342,1.052,-1.692015209125479,1.0576800000000015,1.058679999999999,1.0477566666666658,1.0541800000000001,1.0571650331159355,1.0575728051767235,1.0547069374599474,1.0643143438274016
1999-09-14,1.0362,1.0342,0.19338619222587525,1.0526400000000016,1.057559999999999,1.0477616666666656,1.0538883333333335,1.0495100220772904,1.053323204235501,1.0540345788547032,1.0638165860781885
1999-09-15,1.0369,1.0362,0.06755452615324484,1.0485800000000016,1.055449999999999,1.0478433333333323,1.0535975000000002,1.045073348051527,1.0502098943745009,1.0534498385643851,1.0633601135810284
1999-09-16,1.0372,1.0369,0.028932394637859675,1.0437000000000016,1.053009999999999,1.0479916666666658,1.053286666666667,1.042348898701018,1.047789913579137,1.0529072209065364,1.0629227563317554
1999-09-17,1.0397,1.0372,0.24103355187043662,1.0393000000000017,1.0501099999999988,1.0480766666666657,1.0529533333333334,1.0406325991340122,1.0458644747465666,1.0523922300571418,1.0624975868056108
1999-09-20,1.0406,1.0397,0.08656343175915175,1.0368400000000015,1.047259999999999,1.0479999999999992,1.0526408333333335,1.0403217327560084,1.0447436611562817,1.0519760913667435,1.0621207671889892
1999-09-21,1.0388,1.0406,-0.17297712857966785,1.0381200000000015,1.0453799999999989,1.0480299999999991,1.0523525,1.0404144885040056,1.0439902682187758,1.0516031047645553,1.0617650520288409
1999-09-22,1.0509,1.0388,1.1648055448594532,1.0386400000000013,1.0436099999999988,1.048069999999999,1.0520708333333333,1.039876325669337,1.0430465830880893,1.0511833308378487,1.0613854643920004
1999-09-23,1.043,1.0509,-0.751736606718053,1.0414400000000013,1.042569999999999,1.0483716666666656,1.0518183333333335,1.0435508837795582,1.0444744770720729,1.0511740413021813,1.0612121509309755
1999-09-24,1.0476,1.043,0.44103547459253695,1.0426000000000013,1.040949999999999,1.0486483333333323,1.051495,1.043367255853039,1.044206390331696,1.0509060399480112,1.0609111236428603
